,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
2172,Cheerper,BigData,61,40,38,2,76187.95867594531,24792.91,1,0.18317057455686397,0.7549575270657202,0.06182473307024505
2173,Glasses,Design,65,37,30,7,70093.36610003906,10831.811377135458,4,0.8075250399288433,0.1500936748675971,0.042425401354607095
2174,Glasses,Design,51,38,36,3,92693.30693185222,9000.0,5,0.9184205333726698,0.0,0.52036427923916
2175,Pear,Sales,20,44,42,3,127737.88375930669,20071.88689220314,1,0.7873815070525639,0.0,0.4354570087212777
2176,Cheerper,Support,18,30,22,4,95162.44955425784,12042.930413971413,5,0.7807152427852362,0.5481607991816604,0.0
2177,Pear,Sales,19,42,36,5,130298.0302823011,17681.890218319855,1,1.0,0.0,0.2080864503038818
2178,Pear,AI,62,45,44,1,48489.27236696534,16260.331880847945,3,0.0,0.04119707528779187,1.0
2179,Glasses,AI,1,39,38,1,143318.4678291609,24792.91,1,0.5440806769130281,0.0,0.4794695300544116
2180,Pear,Design,6,45,44,1,112642.92374143215,24360.67991891873,1,0.2678287424104863,0.0,1.0
2181,Glasses,Search Engine,23,34,26,8,92472.64817465906,9000.0,5,0.8243052980829786,0.23733640485480123,0.0
2182,Glasses,AI,1,31,22,9,137045.37517506842,24792.91,1,0.799187008123375,0.914214529668002,0.0
2183,Cheerper,Support,31,39,35,3,77411.70999040318,12167.474809897205,5,0.15533733890099038,1.0,0.0
2184,Glasses,AI,15,43,36,7,116696.12746461137,21261.892676793716,1,0.5854459990468095,0.606848504730565,0.0
2185,Glasses,Search Engine,14,34,26,8,95483.31582974736,10197.102039096959,4,0.8753954033993252,0.27733071878241605,0.0
2186,Glasses,Design,1,39,34,5,153000.0,20345.507368562434,1,0.7926814067224162,0.0,0.30907434901297187
2187,Cheerper,BigData,35,40,36,4,89843.32803915028,20080.895365994613,3,0.21020614777017976,0.7168850083814851,0.0724538510453217
2188,Glasses,Search Engine,43,46,41,5,77753.07162738926,12494.576010085226,5,0.4595167367450099,0.10980534486039589,0.43090018768575566
2189,Glasses,Search Engine,21,36,33,3,108907.53606272038,23185.871229797147,2,0.30474410887573855,0.8322788084600861,0.0
2190,Pear,Design,71,30,22,9,73250.40295754254,15136.675099302876,4,1.0,0.3513557368037004,0.0
2191,Cheerper,BigData,68,45,41,4,58935.11698300658,9000.0,5,0.21663248968520415,0.6001979072174974,0.183475928662506
2192,Cheerper,Search Engine,57,36,26,9,54927.50035276348,22586.168145482337,1,0.1714482256105459,0.9462647593771771,0.0
2193,Glasses,Search Engine,40,42,39,3,92303.92792553594,9976.964095848336,4,0.3925674452976682,0.5361013114437295,0.07170604380568485
2194,Glasses,AI,47,33,28,5,47688.09712393913,23099.073047655686,1,0.0,0.2870455932229835,0.9962116940474579
2195,Pear,Design,68,40,34,5,45744.554952398146,18272.23657858118,2,0.0637293696098159,0.592159231305831,0.3439345904047972
2196,Glasses,AI,37,36,39,1,98358.66993676637,15019.044744166622,4,0.15229690114336644,0.10495240669277908,0.7434483591853912
2197,Glasses,AI,40,35,31,4,100254.41009053242,11756.070492667735,4,0.7576625052506551,0.5241099210412812,0.0
2198,Glasses,Search Engine,5,30,22,9,87235.30477646715,13952.024728325854,4,0.5609149739627735,0.3739924384255243,0.065048907245151
2199,Pear,AI,64,37,34,3,74300.49754417282,9924.244923662274,5,0.8054752999224166,0.0,0.4167204713543894
2200,Cheerper,Support,51,31,22,9,50988.22400884539,18331.097669244788,4,0.16760222048524198,1.0,0.0
2201,Pear,Design,30,35,30,6,88540.8237230697,22465.70628329226,1,0.39883743891012535,0.28323052418997396,0.31812410763653215
2202,Glasses,Search Engine,1,35,28,6,124038.73233571227,10030.121563251318,4,0.9611286882516805,0.1696148293938489,0.0
2203,Glasses,Search Engine,1,33,24,9,77161.86276018749,14332.136017952656,3,0.4372195073658386,0.36791401519423494,0.19465554346416825
2204,Pear,Sales,1,35,33,1,153000.0,21406.05896982003,3,1.0,0.0,0.15764993683896472
2205,Glasses,Search Engine,39,49,44,7,82288.25713876219,15509.332673184423,2,0.25980639954277773,0.6217446045320753,0.11885626840032024
2206,Cheerper,Support,9,39,29,9,43699.26643472846,13096.765167550733,2,0.0,1.0,0.3610317041942206
2207,Cheerper,BigData,49,44,39,5,78528.97720518692,19959.60078391166,1,0.13908989752109266,1.0,0.0
2208,Cheerper,Support,80,33,30,3,40000.0,22607.34910558861,3,0.0,0.7928269603875922,0.8303891681683793
2209,Pear,Design,77,48,44,4,61629.021052744625,19535.45055504406,1,0.06473031374739457,0.31431368674676197,0.620840070796761
2210,Cheerper,BigData,15,48,47,1,118427.17805363055,19648.01312919916,3,0.0,0.7247133772309613,0.28254434508931736
2211,Pear,Sales,47,49,48,1,94301.11402799777,13583.197727962037,4,0.4187836308266578,0.0,1.0
2212,Glasses,BigData,37,37,33,3,45670.4310937931,12810.110812314813,4,0.0,0.3166467521981499,0.9184061163897534
2213,Pear,Design,64,38,35,4,67560.56455794621,24792.91,1,0.11639193219810107,0.24976216920718297,0.6337922446385054
2214,Cheerper,BigData,20,36,28,8,90237.57370017486,15872.882459986311,3,0.31620878291160176,0.8216122809454778,0.0
2215,Pear,Design,25,45,41,4,81748.33753534315,24792.91,1,0.0,0.4115338281478478,0.8404854851128003
2216,Glasses,AI,32,46,42,4,111979.39470477228,16629.361848773522,2,0.46169657558843386,0.2932235971899785,0.24499508661031502
2217,Glasses,Search Engine,41,43,37,5,66615.5423386406,10356.579574030311,4,0.2516110913327786,0.19799408314511857,0.550289919067534
2218,Glasses,Search Engine,20,43,41,2,76399.63255153359,24792.91,1,0.0,0.24370134085909279,1.0
2219,Pear,Sales,40,30,22,7,55180.19627713734,24792.91,1,0.23022616726461262,0.03475299104494306,0.7347300308028969
2220,Cheerper,BigData,34,49,48,1,111094.48224496604,10982.654596375069,4,0.14538672317661439,0.6918281511736081,0.1630104167171042
2221,Cheerper,BigData,54,49,48,1,98562.5479520077,12445.467273712817,5,0.5911673201575391,0.12423573592794604,0.2846545803492472
2222,Cheerper,Support,14,34,28,7,117728.31980648116,16642.713467967107,4,0.9366871450720224,0.6438076961179551,0.0
2223,Cheerper,BigData,15,49,47,2,105933.65732657314,24792.91,1,0.06277438599941332,0.560217973828753,0.37690631407531705
2224,Pear,Design,13,40,42,1,105550.7426601148,22779.34197205496,1,0.0216037924478637,0.0,1.0
2225,Glasses,AI,65,45,40,5,53528.4747980429,24792.91,1,0.21104678128815577,0.632096451444693,0.15684625262933755
2226,Pear,Sales,47,35,30,5,70424.52610168955,24790.241135187658,1,0.2050305267450665,0.376877773326607,0.41851772661539866
2227,Glasses,Search Engine,66,49,48,2,87357.40121613741,18003.734101438975,2,0.4010841715042889,0.2851087583689728,0.31396221229252563
2228,Pear,AI,1,31,25,6,92666.82759294272,17842.864135246382,2,0.4519455220004605,0.05636523078658162,0.4915861982606996
2229,Cheerper,BigData,58,35,30,5,60584.9507620989,23003.56449628417,2,0.0,1.0,0.0
2230,Glasses,BigData,64,36,31,5,41973.3623575758,24792.91,1,0.0,0.9590464369113434,0.3147182539785552
2231,Glasses,Sales,61,49,48,1,124891.98324434413,12623.274291645372,3,1.0,0.0,0.1806097223318065
2232,Pear,Design,32,37,32,5,83900.82333177484,16948.358407500167,4,0.7483694189961254,0.0,0.35332788945243615
2233,Glasses,Design,3,35,26,9,106085.95625415443,19074.52150621568,1,0.5985854237912276,0.3937071970895111,0.00766504158492487
2234,Glasses,BigData,23,48,45,3,83213.83528333726,24792.91,1,0.0,0.6451922260483798,0.736507084159062
2235,Pear,Design,1,32,25,7,111813.40209756343,19031.344224921206,3,0.8418784413652749,0.3617284320179211,0.0
2236,Glasses,AI,52,47,45,2,91080.50989650648,24792.91,1,0.2843095121909695,0.4360702819380426,0.27964041337643075
2237,Cheerper,BigData,1,39,31,8,107074.44437147648,18787.43525344875,2,0.3583154894651244,0.7875969670237315,0.0
2238,Pear,Sales,1,41,40,1,153000.0,24479.330545837765,1,1.0,0.0,0.0
2239,Cheerper,BigData,37,43,35,7,59179.02083276781,22812.271199132207,1,0.0,0.8115396508747064,0.5005036447938528
2240,Glasses,AI,1,30,22,5,136948.38038359498,19733.18267945118,3,0.8045254529747412,0.008472419935567077,0.187049331668745
2241,Glasses,Design,51,37,28,9,74305.04913648182,12481.227691480544,3,0.7936227625684198,0.23335320595712883,0.0
2242,Glasses,AI,1,40,36,4,93103.87067038019,24792.91,1,0.0,0.11638859789033007,0.9995553847175362
2243,Pear,Sales,7,38,32,6,122821.75595508257,24792.91,1,0.7673454479096631,0.12356202545989212,0.10927650570797356
2244,Pear,Design,26,48,44,4,120351.17010164243,15322.992585289925,2,0.7084168947005367,0.08638309607674183,0.20533384902102547
2245,Pear,Sales,18,38,37,1,137001.49690742465,19116.271325794583,3,0.8071032740886221,0.0,0.5501882033154926
2246,Glasses,Design,32,39,33,6,111828.56627738404,14458.07534778719,3,0.8477988190610624,0.25861946658111706,0.0
2247,Glasses,AI,43,41,35,5,61676.0795540044,18099.725439707887,1,0.10713692736147418,0.3448384196420725,0.547757545742826
2248,Glasses,BigData,40,35,32,3,51497.65977417793,17395.932537984852,2,0.0,0.6416575950843005,0.6722005543035332
2249,Glasses,Search Engine,80,35,30,5,52976.62333873642,9000.0,5,0.9923446427931377,0.2823423767361056,0.0
2250,Cheerper,BigData,1,30,22,9,109015.05249151218,14519.995424533608,4,0.7452244760543322,0.7413708388807606,0.0
2251,Glasses,Search Engine,59,37,35,3,66795.5242614843,18855.016501398597,3,0.2445864300839426,0.4941821915635144,0.26147969258766424
2252,Pear,AI,50,43,43,1,72289.56459568244,21289.484561069337,2,0.0,0.03233601509632511,1.0
2253,Cheerper,Support,27,37,34,3,66139.75864322524,11528.754198683668,5,0.0,1.0,0.06473633257710532
2254,Cheerper,Support,1,47,44,3,97145.62832089252,13944.455570974851,3,0.0,0.3454327305794412,0.8141620556474114
2255,Cheerper,Support,77,43,35,7,40000.0,12416.176610139373,3,0.006906325023703808,1.0,0.0
2256,Glasses,Search Engine,14,41,32,9,71354.80255270119,19382.586714570796,2,0.04642924345877347,0.3974930009047951,0.5557614712777643
2257,Pear,Design,32,39,40,1,123279.1340670764,22463.76630237094,2,0.8676250311498144,0.0,0.34073655217077736
2258,Pear,Sales,53,43,43,1,90642.30467049734,16376.341485849689,3,0.41149392546247876,0.0,1.0
2259,Cheerper,BigData,33,46,42,4,73691.39134126366,23127.423424509427,1,0.0,0.76411509205377,0.5387685893297411
2260,Glasses,Search Engine,46,36,34,2,78263.10902484616,12870.246786821885,4,0.3573267086716725,0.24892891609967643,0.3938501660805963
2261,Cheerper,BigData,8,37,32,6,98549.79401699992,18976.42002277804,2,0.23712713706623645,0.8908387195101859,0.0
2262,Cheerper,Support,24,34,27,7,90392.17154058939,15382.335288611937,4,0.6325264170579642,0.8407659082394159,0.0
2263,Pear,Sales,36,38,32,6,73975.11726898601,24792.91,1,0.1701343370499528,0.0,1.0
2264,Glasses,Search Engine,66,40,40,1,50178.326864015326,15342.626797394769,3,0.0,0.08490431142854843,1.0
2265,Glasses,AI,12,39,38,1,125100.73151925785,24792.91,1,0.6619227736214925,0.2826392814027196,0.055360385191412675
2266,Cheerper,Support,61,41,31,9,45588.36328993983,18264.69228547949,2,0.0,1.0,0.0
2267,Glasses,AI,1,40,35,5,128483.1346470601,22707.650631147353,1,0.5645457904580317,0.027302600060921556,0.4087358855545384
2268,Pear,Sales,43,42,40,3,108318.27772904543,13526.928500671098,2,0.657128021661463,0.0,0.49272105807160843
2269,Cheerper,Search Engine,9,37,26,9,74326.66068523383,15783.997639504389,2,0.18973049328031127,0.43290875710021026,0.37695620449140155
2270,Pear,Sales,1,33,28,6,132514.6918752945,17703.737596241117,3,0.9982043620570735,0.0,0.3260210779910779
2271,Glasses,AI,36,37,34,3,96578.78133712424,22899.93873787701,2,0.4827854848220321,0.26209235017328303,0.25541960996238217
2272,Glasses,Search Engine,7,35,30,4,85557.04926795466,23125.293246772126,2,0.1547444190556336,0.18602179631210525,0.6590409030046953
2273,Glasses,Design,38,49,45,5,86383.06384081117,14629.858599762363,2,0.40215013283872614,0.0,0.7431637157968697
2274,Cheerper,BigData,17,39,34,5,104978.1221364435,10998.769310185155,5,0.6668162237189692,0.42502135760489873,0.0
2275,Cheerper,BigData,28,42,35,7,67532.88834609531,16575.997041438626,1,0.0,0.732741730726877,0.49862025346067684
2276,Glasses,Search Engine,6,32,26,6,93124.3575034189,23874.237887038606,2,0.3331275430931511,0.36662984804994375,0.3002062372708289
2277,Glasses,Search Engine,8,30,23,6,69782.225737376,16042.897968839892,3,0.02137112993230722,0.24189987352360698,0.7369170447382962
2278,Glasses,Search Engine,14,30,24,4,93907.66206776642,20325.1680617646,3,0.41142268325797093,0.5406124692770321,0.048537396216777495
2279,Cheerper,BigData,27,34,30,4,86918.44237642306,14232.33568522309,3,0.3152550060267317,0.7252775986139246,0.0
2280,Glasses,Search Engine,26,40,36,4,107509.33317050431,16481.27805645617,4,0.6661894130210477,0.2479247509826753,0.08551980477905474
2281,Pear,Sales,11,49,48,3,148452.9496426591,24792.91,1,0.7395397186117859,0.0,0.6906602074863148
2282,Cheerper,Support,45,36,33,3,41264.22079411672,19144.13583019784,3,0.0,1.0,0.46157746595278104
2283,Glasses,Search Engine,27,44,44,1,116137.75582650532,9000.0,5,0.5725421781162814,0.0,0.519394857792996
2284,Pear,Sales,6,33,26,7,104852.83740907897,15696.35899548648,2,0.7604957760798364,0.0,0.3807355828983084
2285,Glasses,Search Engine,25,36,29,7,86072.9624617046,20794.957591678027,1,0.22345297932331248,0.9416209714401518,0.0
2286,Pear,Design,47,38,36,2,78588.69439537878,22659.154208002263,2,0.2363775024285828,0.10755386668941505,0.6564568782008436
2287,Cheerper,Support,46,30,22,8,40000.0,16434.635002780145,4,0.0,0.8719419398131916,0.36647586309328206
2288,Cheerper,BigData,46,37,30,7,49605.66044060055,21284.61230357734,2,0.0,0.6367803413009392,0.4449437133360586
2289,Cheerper,BigData,52,47,44,4,83847.36932773012,10775.927280768728,2,0.008583686380743416,0.938878684715202,0.05238013289299409
2290,Glasses,Search Engine,1,30,22,8,78312.53750295698,24792.91,1,0.07603269368598248,0.5235371520933001,0.4005719887605127
2291,Pear,Sales,26,49,48,3,135132.45024050694,10967.772930900854,3,1.0,0.0,0.43384676261376826
2292,Cheerper,Support,14,30,22,9,50960.007297370226,18519.505265406355,4,0.2982340899199846,1.0,0.0
2293,Glasses,Design,1,30,22,9,141543.7100145741,20363.237012257003,2,1.0,0.2242376871784264,0.0
2294,Glasses,AI,60,44,42,1,84695.26040428194,15618.301881190335,3,0.5471856913272112,0.2673209259256248,0.18566386349511324
2295,Glasses,Search Engine,17,35,36,1,121490.83708903965,20372.831962576223,3,0.6272876149263125,0.012527864308293668,0.3602108837859054
2296,Cheerper,Support,27,33,26,8,80890.11461977914,10420.460416293354,4,0.2942452192054991,1.0,0.0
2297,Glasses,Search Engine,15,30,22,7,83705.41902526781,20762.03888721439,3,0.5835868172728599,0.7064502911595018,0.0
2298,Glasses,Search Engine,80,38,36,2,40000.0,20527.82140234235,3,0.0,0.36391939992139105,0.9671116078263591
2299,Glasses,AI,79,41,42,1,41103.98971448834,16567.602914771345,4,0.0,0.0,1.0
2300,Cheerper,Search Engine,33,48,44,4,91913.28530178274,18379.571614555876,1,0.0,0.6843696381161672,0.4022098925858414
2301,Glasses,Search Engine,1,37,34,3,81599.1534954976,24318.024690103124,2,0.0,0.0,1.0
2302,Pear,Design,9,30,22,5,64488.43759310014,24792.91,1,0.037019390513942985,0.021319335095137004,0.9417325611337253
2303,Pear,Design,1,38,34,4,131592.07256684624,16918.705678417733,3,0.8093875845546818,0.0,0.5385909046356872
2304,Glasses,AI,50,45,43,2,76204.01718246083,17010.17041309701,3,0.35407292324297546,0.06609266618897736,0.5798778587795247
2305,Glasses,Search Engine,18,32,29,2,97521.4720010502,17648.67209062098,3,0.2825118556045066,0.3072824884266242,0.4104365707191431
2306,Glasses,Search Engine,42,46,40,6,83671.61555150936,19527.270143648595,3,0.41451661685558583,0.5027537479856161,0.08313323394295186
2307,Pear,Design,54,44,44,1,94488.24747710107,10978.228271387617,4,0.5415850110104561,0.0010781377510850065,0.45702455449004625
2308,Glasses,AI,1,33,28,5,119249.16126112684,18107.855995425372,3,0.7477986630165332,0.06557564258514048,0.18613613955483313
2309,Glasses,Design,58,38,34,4,88664.31489007527,10152.665692401479,5,0.959822766671667,0.26548574714008677,0.0
2310,Pear,Design,45,46,46,1,93206.26204900004,24792.91,1,0.028421316132210328,0.011407257257792736,0.9600852891504834
2311,Glasses,Search Engine,19,42,37,5,76033.61267173529,24792.91,1,0.0,0.6797672080417931,0.7526390850221859
2312,Glasses,Design,38,32,24,8,122034.59495959745,10212.06644221441,4,1.0,0.23149311019093582,0.0
2313,Glasses,Search Engine,1,41,33,8,107869.7322916582,20149.22265006849,1,0.018431447031144965,0.6818116142695227,0.30009088110225535
2314,Glasses,AI,8,30,22,9,87030.15946775941,24792.91,1,0.46552770224006645,0.6573708767638264,0.0
2315,Glasses,AI,4,40,34,6,130642.46254950573,15501.936276341048,2,0.7752600375123688,0.5727338037263696,0.0
2316,Glasses,Design,22,49,46,5,100640.14266626386,17631.76866628587,1,0.24392068091337724,0.092686359381844,0.6633665047076283
2317,Cheerper,BigData,11,30,22,9,89707.35419896447,21484.088372903163,3,0.6321549650552417,0.8596024624510188,0.0
2318,Cheerper,Support,28,30,23,6,45421.87538599605,19749.487355019904,3,0.0,1.0,0.0
2319,Pear,Sales,28,49,48,1,122424.00066521394,24403.6230118067,1,0.5748453492615129,0.0,0.869653306150797
2320,Pear,Sales,21,39,34,5,139158.87701639422,17331.559727855467,3,1.0,0.0,0.0
2321,Pear,Sales,24,36,33,2,123281.99894327504,10461.01874298877,5,1.0,0.0,0.08704324291674675
2322,Pear,Design,62,47,46,1,73912.4021834166,19217.745299359176,1,0.0,0.171377697233734,0.8336802722431689
2323,Glasses,BigData,23,45,42,3,73296.61841228302,19705.42140588001,2,0.0,0.2878698488470271,0.7325344439630815
2324,Cheerper,Search Engine,1,38,32,6,125663.96930584396,14032.59618871496,2,0.6848091796246514,0.2399091361397958,0.0752894687027914
2325,Glasses,Search Engine,3,37,31,5,99912.94523344631,23240.082323065668,1,0.0,0.7567801612893048,0.2504612818393112
2326,Cheerper,Support,49,38,33,5,54561.729712632026,17354.433287330266,3,0.02307919611175696,0.8341452737788511,0.14293471077652875
2327,Cheerper,Support,53,31,31,1,40000.0,24060.322165924936,4,0.0,0.7427480140986868,0.8574145414239198
2328,Glasses,Search Engine,48,31,24,7,48171.267545260926,15038.594622951927,2,0.07046353962094559,0.9221643222295217,0.007563402927151186
2329,Glasses,AI,42,31,24,7,68958.83445710923,10123.3301147905,4,0.5995318932912925,0.336614029218593,0.0631756541321134
2330,Glasses,Search Engine,41,38,36,1,84372.3336300348,9000.0,5,0.441216532857398,0.0,0.5802705163752414
2331,Cheerper,Support,39,40,37,3,83911.6217349819,10704.56453328429,5,0.30015480019669616,0.869850565531638,0.0
2332,Pear,Design,1,30,22,9,90867.29289286156,24792.91,1,0.2565504252091853,0.1844828951234304,0.5596187673545732
2333,Glasses,Search Engine,57,33,30,3,79755.24283809675,15395.882257687757,5,0.6293068472612318,0.02868544562391051,0.3419141502232591
2334,Pear,Sales,18,44,43,1,123520.74726787096,17337.001319406067,1,0.509381934687027,0.0,0.5324453298571933
2335,Glasses,AI,1,34,30,4,81359.26585478902,21821.321027239337,1,0.0,0.0,1.0
2336,Glasses,AI,1,35,35,1,135611.03535459537,17660.23698708489,4,0.5991046826724329,0.15981248712901255,0.241298193715471
2337,Pear,Design,40,46,43,4,77471.90964790672,17155.708446178844,1,0.0,0.3344958853895134,0.6927869625674994
2338,Cheerper,BigData,1,34,28,6,92246.23907385957,10775.39884008418,4,0.297720771226063,0.7109515754794626,0.0
2339,Glasses,AI,34,32,31,2,82438.27288552387,15537.07288838906,4,0.6487447699398076,0.05807137333872858,0.29316954120427957
2340,Cheerper,BigData,20,32,27,5,81270.697952089,24792.91,1,0.0,0.9975516672872806,0.12248520430717555
2341,Glasses,Design,29,40,36,4,94287.16107955606,22622.42333524838,1,0.20879990844813207,0.3594587836283037,0.43180411155708054
2342,Cheerper,Search Engine,38,35,29,6,109390.22817240111,14194.347316245909,4,0.9237903079287904,1.0,0.0
2343,Cheerper,Support,1,39,31,8,55709.13435281094,14187.93800241937,3,0.0,1.0,0.17497806997883478
2344,Glasses,AI,24,48,48,1,134929.9038503635,21375.29834260783,2,0.6598525925679618,0.2493135137825234,0.0905320956481577
2345,Pear,Sales,11,35,29,6,92275.83446024904,22083.43686312638,1,0.3877642069359814,0.0,0.6962634144471688
2346,Glasses,AI,27,30,24,5,101483.44717306909,24792.91,1,0.5547702807824404,0.6993713971578213,0.0
2347,Glasses,BigData,21,30,22,6,49412.896062124106,24792.91,1,0.0,0.8021510750777937,0.4780134553954352
2348,Glasses,AI,45,45,38,7,98459.51081995957,14422.367819302179,3,0.6767370558066128,0.6118593503199738,0.0
2349,Glasses,AI,5,30,22,8,91682.55266386525,18266.73763279578,2,0.2758498792618836,0.5966684305459589,0.1276805945950021
2350,Pear,Sales,48,41,41,1,102225.24691818807,15464.253651526968,2,0.6707563242228983,0.0,1.0
2351,Pear,Design,10,31,29,1,101620.18261810517,19463.159004196463,3,0.4457847217391722,0.0,0.8380177111629903
2352,Cheerper,BigData,30,43,36,7,96776.84689590037,19198.765899630194,2,0.5990996840166405,0.5544696986683159,0.0
2353,Cheerper,Support,29,41,29,9,40000.0,13851.008415734323,3,0.0,1.0,0.0
2354,Pear,Design,64,39,34,5,86534.14585576118,17424.13289626024,3,0.7931987451730398,0.15908138931784246,0.04803033783764765
2355,Pear,AI,80,41,41,1,40000.0,19595.93364466931,2,0.0,0.0,1.0
2356,Glasses,Search Engine,5,46,43,4,104431.04417278948,23073.856035199315,2,0.2697704154501785,0.24420364823737162,0.4860338731942626
2357,Cheerper,Support,62,33,26,7,40000.0,19220.397020899665,3,0.0,0.9377398492131519,0.23994344575646315
2358,Pear,Design,29,34,31,3,85299.53445041484,24792.91,1,0.33302714880886847,0.0,0.7086462717523893
2359,Glasses,Search Engine,42,49,48,1,66505.20754933814,12444.265353499413,4,0.0,0.0,1.0
2360,Glasses,AI,50,39,37,3,66433.38276075691,24792.91,1,0.0,0.3859772267117404,0.890058832955388
2361,Cheerper,Support,20,32,26,6,93407.95104055258,23503.46855050658,3,0.1874679379649435,1.0,0.0
2362,Glasses,BigData,28,38,33,6,79417.78758701106,16190.879306678304,3,0.2720431376062103,0.09240692509551132,0.6358501978586959
2363,Pear,Sales,47,40,32,8,77695.48959812749,17056.682914214918,1,0.4120365734073883,0.2025697934444581,0.38539118764671093
2364,Glasses,Support,65,47,48,1,51780.32019436805,9000.0,5,0.0,0.21301002938888602,1.0
2365,Cheerper,BigData,1,30,22,9,106317.54189435949,18116.636005291577,3,0.7055028034168119,0.7474192622488547,0.0
2366,Glasses,Design,80,49,48,1,83438.26411357528,19426.06176702385,1,0.3746395462002678,0.10134173351732015,0.5242717067491146
2367,Glasses,BigData,34,33,28,4,48264.83208813896,18745.970102086078,3,0.0,0.3654309530822706,0.8414276879836295
2368,Pear,AI,61,31,25,6,41663.635817535345,21101.908915197564,3,0.2402444760861735,0.02493211645057325,0.7351190688442925
2369,Glasses,BigData,64,39,38,1,48962.25533780079,12666.30799642489,5,0.10389248829549363,0.3508124617196271,0.5449261889042579
2370,Cheerper,BigData,46,32,27,5,79146.81355276646,13142.623907317653,4,0.46519088468361514,0.8169459839516675,0.0
2371,Glasses,AI,47,40,42,1,76185.29029490911,24792.91,1,0.0,0.06599042464914917,1.0
2372,Glasses,AI,1,32,28,4,124387.3946573624,20620.731087615008,2,0.7447385064974474,0.3132164937499678,0.0
2373,Pear,Sales,3,42,41,1,153000.0,16251.440387175378,2,1.0,0.0,0.48578789204347217
2374,Pear,AI,75,39,38,1,79119.86296299976,20415.96873818713,3,0.6641337345779057,0.06961801490058339,0.2665672750241088
2375,Glasses,AI,2,30,22,6,101028.2125254553,24792.91,3,0.7931346647097826,0.36671508286108523,0.0
2376,Glasses,Search Engine,76,49,48,1,87460.92098710542,20857.816505396626,3,0.0,0.0,1.0
2377,Cheerper,Support,34,46,41,5,76415.61493910248,17618.532189061836,3,0.0,1.0,0.0
2378,Cheerper,Support,37,49,42,6,50840.32236801073,18119.356786568358,2,0.0,0.8997781732824852,0.5570214626686414
2379,Glasses,Search Engine,60,47,48,1,79001.52616678862,16396.4194786759,3,0.0,0.21501639388966853,0.8421923851696316
2380,Glasses,Design,80,46,46,1,86711.79840621275,9000.0,5,0.8999762933422704,0.0,0.16537057712043715
2381,Glasses,Design,26,30,23,6,99762.00270584913,22195.43109215899,2,0.680886961276439,0.0924193085865376,0.22703230254105083
2382,Glasses,AI,5,40,33,7,104489.01337903133,15833.714709540265,2,0.46695839471532996,0.21443014938435834,0.3184357237435198
2383,Glasses,Design,18,35,29,6,76548.12276756101,15897.191865526423,2,0.18657824873964968,0.15924128350366407,0.6540421722473251
2384,Glasses,Search Engine,1,42,40,2,130258.27542871925,15270.165391356039,4,0.7223818211840497,0.12467519639973651,0.15267026986911061
2385,Cheerper,BigData,59,35,30,5,40000.0,15780.04060068044,3,0.0,0.906247398492624,0.16874416693350772
2386,Glasses,Search Engine,30,30,22,9,82233.60071129908,16720.86999064425,4,0.9928253006406929,0.6624403144018993,0.0
2387,Cheerper,BigData,1,49,45,4,121760.17556105461,11590.01214196383,4,0.576798826011554,0.3207161446073981,0.10272888177798081
2388,Glasses,AI,1,32,25,7,126920.97524855466,24792.91,2,0.9328300212089089,0.29661993828354555,0.0
2389,Pear,Design,1,31,26,5,133285.36983928876,24792.91,1,0.8678355762024228,0.01664973781279444,0.11565500850108573
2390,Glasses,Search Engine,33,39,34,5,96022.13200434552,9000.0,5,0.590627743855902,0.4040950853229318,0.005100233855532377
2391,Cheerper,BigData,62,44,36,8,46845.199641510844,24776.730003532713,1,0.0,1.0,0.22454132005828314
2392,Pear,Sales,16,35,35,1,121011.30958481267,18552.522033117944,2,1.0,0.0,1.0
2393,Pear,Sales,1,33,30,3,125448.53393665783,21717.61277666497,1,0.797414194561255,0.0,0.6203851326470896
2394,Cheerper,BigData,10,36,30,6,106109.73067406428,12657.041035126938,5,0.6782602086326446,0.6075893118531501,0.0
2395,Cheerper,Search Engine,17,49,47,4,137447.95292514475,10270.99897520925,4,0.9007489673999463,0.13567749505022816,0.0
2396,Glasses,AI,1,30,28,1,130669.66684961563,24792.91,1,0.2368594026291378,0.037507594934432675,0.7257244772542422
2397,Cheerper,Support,6,32,26,5,65696.62886600477,17732.761226737428,3,0.0,0.8602971142230322,0.326892636705603
2398,Pear,Sales,45,34,30,4,88063.32389772793,16653.075463637782,3,0.808596455554538,0.0,0.550451113891958
2399,Glasses,Search Engine,1,32,27,5,103172.72151548894,17091.939923306643,4,0.7274967413426321,0.3337850402043786,0.0
2400,Glasses,Search Engine,25,37,33,4,68724.16483004247,16537.334606319084,3,0.08339332279791059,0.2761771461859407,0.6398560735887129
2401,Glasses,Search Engine,1,40,41,1,105650.43267792466,22067.917069826904,2,0.0,0.0,1.0
2402,Glasses,AI,25,44,42,2,121928.75873334089,9000.0,4,0.8148998713940061,0.01240479289299673,0.17241083269487775
2403,Cheerper,BigData,23,49,48,2,93802.40641557108,20979.16995710223,2,0.0,0.3651188115348427,0.6486181917655534
2404,Pear,Sales,16,41,35,6,139972.20370940331,13001.572878480178,4,1.0,0.0,0.1027704146941775
2405,Pear,Design,3,30,23,2,81143.68446342331,24792.91,2,0.31661985202649595,0.0,1.0
